TICKETID,ISSUE,SUBJECT,URGENCYCODE,PROBLEM,SOLUTION
t6UJ9A00GGGC,,Unable to receipt PO,3,"Hi, 

One of our user has advised that they did not receive a confirmation when printing PO . Now, when they try to print it again, they get a message saying already printed, and when they go to receipted, they get a message saying PO has not yet been printed.

Can I please get some help with this?

Many thanks,",Have managed to print the PO to be able to receipt it
t6UJ9A00GGJJ,Paperless,Information printing in wrong order,3,"Can someone call me regarding the information printing in the wrong order on manual invoices and credit notes as per attached, we have addressed this before but not sure if it was the same customer.","invoice reprint all ok 
set paper to hold also"
t6UJ9A00GFYL,MS,,1,,Daily checks completed. See attached report
t6UJ9A00GGJR,,SAGE technical issue - Unable to post the sales order FX00101,3,",

Can you please look into the below error we are getting on Sage while posting the sales order no. FX00101 we are stuck with this sales order and cannot complete our posting.

We need to progress with our period end so please help us to fix this issue on a priority basis.",Locks cleared and invoice successfully posted
t6UJ9A00GFUB,,order depatched that was on stop,3,"[Follow on from ]

 replied with the following: it was only taken off on 30/04 when it was invoiced after it went out. but it went out on 24/04. status 2 is on hold","no response  - I believe my colleague  provided you with auditing details on ticket , do you need any further help from Datel?"
t6UJ9A00GFPI,,FW:  - PO's raised by another user using your,3,"Hi,

We have now had several cases of the buyer ID being the same for both used and raised by with this user, can you investigate how this is happen please? 


Thanks,","No response 

Auditing shows the following on POP order header – does this help?


 Audit report for table pop_order_header      Purchases
 ---------------------------------------------------------------------------------------------------------

 order_no           :                          - 



 Audit date         :                                -                          Include additions       : y   special events : y
 User               :                                -                                  changes         : y   single events  : y
 Option name        :                                -                                  deletions       : y   super events   : y
 Audit reference    :                                -                                  batch deletions : y   sub events     : y
 Event name         :                                -

 Decimal places     :        Print unchanged columns : n     Print current values : n



*************************************************************************************************************
* order_no           :                                                                                *
*                                                                                                           *
*                                                                                                           *
*                                                                                                           *
*************************************************************************************************************

 Added          06/05/25 10:06:54 by  in                       Reference :      
 -----------------------------------------------------------------------------------------------------------------------------------

 Column name           Value
 -----------           -----

 buyer_id
 date_required         19/05/25
 memo2
 supplier              I010
 supplier_ref

 Changed        06/05/25  2:20:34 by   in                    Reference :      
 -----------------------------------------------------------------------------------------------------------------------------------

 Column name           Value                                     Previous value
 -----------           -----                                     --------------

 buyer_id              
 supplier_ref          await conf

 Changed        07/05/25  9:49:00 by   in                    Reference :      
 -----------------------------------------------------------------------------------------------------------------------------------

 Column name           Value                                     Previous value
 -----------           -----                                     --------------

 buyer_id                                                

 Changed        07/05/25  9:49:22 by   in                    Reference :      
 -----------------------------------------------------------------------------------------------------------------------------------

 Column name           Value                                     Previous value
 -----------           -----                                     --------------

 buyer_id                                                 

 Changed        07/05/25 10:22:03 by gbrshaw  in                    Reference :      
 -----------------------------------------------------------------------------------------------------------------------------------

 Column name           Value                                     Previous value
 -----------           -----                                     --------------

 buyer_id"
t6UJ9A00GGJE,,New USD bank account,3,"We now have a USD bank account B03-
How do I post payments and receipts to it within the A/R or A/P please?
I assume the account needs to be ''added' within each?
Many thanks",Helpsheet sent on how to add new
t6UJ9A00GGIM,,,3,"HI
 
I've a batch journal that is locked and I either need posting or deleting.
 
Many thanks",locate and clear processes from previous session
t6UJ9A00GGM2,,break link,3,order loading on wrong warehouse need to break the link SO  and PO,link broken SO - PO
t6UJ9A00GGKF,Paperless,,3,"Hi,
Last week we had some issues with our remittances, which was sorted. However we're still experiencing some issues with some suppliers not receiving remittances even though they are generating. An example supplier is .

Can this be looked into please?

Thank you",Paperless supported by  and not Datel
t6UJ9A00GGII,EDI,Order  Report,3,We cannot run EDI please can you advise?,"Checked and found a missing  location.
I provided details of the error and  entered the missing lookup"
t6UJ9A00GGIE,,,3,"I am just going to post my financial year end journal in the adjustment period.

I have put in 30/12/24 as the date and period A, but it is stating that the date entered is not in the current period.
Do I have to change the date to today, but the actual journal will be posted into the Adjustment period for 2024?",Year indictor needs to be set to A and not period indicator
t6UJ9A00GGHU,,locked in order,3,"Hi 

Working in the office, connected to VPN, logged into SAGE, but then VPN disconnected which I wasn't aware of, was trying to access order  fairly urgently, but the order is now locked.

Please could you unblock the order 

Thanks",Killed two op.exe sessions for  in  earlier
